,Unnamed: 0,Total,Change,Percent,Song_uuid,Song_name,creditName,nexttoken
485929,36323,19810,6,0.03,1e840b0-0506-831e-afe0-a0369fe50396,Onde Está Você? (Acústico),Amado Batista,WzE5ODI2LDY0MzMwMDk2OV0=
486125,36519,19700,-100,-0.51,cd63b85-8a19-445f-86b0-38fbe25135f0,Through The Mists Of Time,AC/DC,WzE5NzAwLDE3MjMwNjExXQ==
486315,36709,19600,-100,-0.51,81a7dc8-d5b3-4ef3-ab0f-6adb3592f900,Bedroom,Supahbadd,WzE5NjAwLDY3NDQ3MjgxOF0=
486317,36711,19600,-100,-0.51,05f8e39-a18e-4d75-b00d-3db248d506ab,Quero Cachorrada,Jejê Araújo,WzE5NjAwLDY3NDQ3MjgxOF0=
486595,36989,19400,-100,-0.51,6ad2df5-113c-4a18-8f3b-b7061fd60a46,Tàu anh qua núi,Phương Anh,WzE5NDY0LDcwMjMyMDI2MV0=
486653,37047,19358,98,0.51,1e8407d-cf8a-7d08-8c08-a0369fe50396,เธอไม่ใช่แฟนฉัน ฉันไม่ใช่แฟนเธอ,Takkatan Chollada,WzE5NDAwLDcyODg4NzA4MV0=
486712,37106,19302,3,0.02,268d916-a52a-4281-bfa0-b3dce66b9cb5,Jithay Madni Da Dera Ae,Shahid Mehmood Qadri,WzE5MzA3LDUxODk4MDA0M10=
486813,37207,19247,-98,-0.51,b42ecba-145f-4908-9c14-3fd9bc3130ca,Не грусти,ЕГОР ШИП,WzE5MjU0LDI2MjMxMDQ4XQ==
486857,37251,19203,-99,-0.51,8f6acac-8140-11e9-a23b-e4434b16cb7a,...baby one more time,The Marías,WzE5MjU0LDI2MjMxMDQ4XQ==
486972,37366,19143,-5,-0.03,88de1ac-583a-11e9-b137-549f35141000,"Ob-La-Di, Ob-La-Da",Gabriela Bee,WzE5MjAwLDcyODcxODIwNF0=
487074,37468,19099,87,0.46,d4806b7-3547-49e9-97da-a6ec64f43669,Tu me cagnato a vita,Tony Cossentino,WzE5MTA4LDI2Nzk5NDVd
487076,37470,19097,-90,-0.47,969613d-d3d5-4f69-8d03-0ee808ea1c53,Ballay Ballay Ni Teri,Wajid Ali Baghdadi,WzE5MTA4LDI2Nzk5NDVd
487311,37705,18954,-69,-0.36,99f6dd4-b64a-11e9-840f-549f35141000,O Amor Também Tem Seu Final,Eliane Camargo,WzE4OTU2LDcyOTY2MDAwM10=
487589,37983,18800,-100,-0.53,ddb87e8-69ab-4d42-8455-c9f623b8e99f,Pashto Tapy Tapay,Shah Farooq,WzE4ODI3LDE3MjEwMTk4XQ==
487695,38089,18709,-74,-0.39,f0c6ca2-29ab-4858-a6c8-183201ad19ac,لا تعيد ياقلي,سيد فاقد الموسوي,WzE4ODAwLDc4OTAwMTUwMF0=
487731,38125,18700,-100,-0.53,09be8d0-532a-11e9-ba45-549f35161576,เหนื่อยล้า,,WzE4NzAzLDcyMjM0MzkyMF0=
487732,38126,18700,0,0.0,50291dc-5731-11e9-9668-549f35161576,Cicak Cicak Dididing (feat. Mila),Lagu Anak Terpopuler Dan Terlaris & Mila,WzE4NzAzLDcyMjM0MzkyMF0=
487750,38144,18700,0,0.0,96e09ad-1b8f-4438-ac56-826fbb07b9e3,Nadie Es Eterno,Segundo Rosero,WzE4NzAzLDcyMjM0MzkyMF0=
487761,38155,18698,-27,-0.14,d330271-e888-469c-8a49-5a05125e9f11,Boro Mishti Lage,Sabina Yasmin & Khalid Hasan Milu,WzE4NzAzLDcyMjM0MzkyMF0=
487836,38230,18625,-1,-0.01,b8e80dd-2f39-431b-81c3-f07f315e4985,Monet,Alligatoah & Sido,WzE4NjU3LDEwMzM5MTcwXQ==
488007,38401,18539,116,0.63,1e840ad-6ee8-9dba-8a99-a0369fe50396,Festa Junina,Eliana,WzE4NTQwLDUzOTgyMTkwXQ==
488110,38504,18500,-100,-0.54,318a6e0-6863-465e-9b98-bdf61b2d0939,Kukuli Mogali,DJ Yılmaz & Kobra Murat,WzE4NTAwLDczMDY0Mjc1OF0=
488274,38668,18400,-100,-0.54,4a352c6-86f0-439c-a5fa-7f822882239a,Kalem Suresi,Muhammed Taha,WzE4NDMzLDc1NTA2NzM2NF0=
488367,38761,18341,95,0.52,adb283c-634f-4332-9910-454ed717e92f,Tı Buyi Helbestamın,Grup Roj,WzE4NDAwLDgxMDEwNjE0OV0=
488422,38816,18300,-100,-0.54,1e840aa-fe8b-7396-a824-a0369fe50396,Kiki Onvuma,Mariam Ndagire,WzE4MzAzLDI0OTU4MTFd
488443,38837,18300,-100,-0.54,d860e53-bbf4-4cc5-9542-a0bb77fac149,Thiatt,Samba Peuzzi,WzE4MzAzLDI0OTU4MTFd
488554,38948,18224,-5,-0.03,a1ffd78-87bd-11e9-a77c-801844edfa71,Donna - Live,Mia Martini,WzE4MjYyLDUwMDQ4OTE3XQ==
488689,39083,18154,-95,-0.52,ad5de30-3dfb-48e3-9e2d-f55ac57db545,Oye Jhuma Jhumkawali,Pramod Kharel,WzE4MjAwLDUwOTA0NzM1XQ==
488888,39282,18049,-1,-0.01,1e82623-5544-c2ca-a401-aa1c026db3d8,You Make My Dreams,Daryl Hall & John Oates,WzE4MTAwLDU0NjcyODkxN10=
489082,39476,17956,-100,-0.55,a8e176f-6c5f-496b-8193-f253697b8a9e,JASLAI KAILE,Swaroop Raj Acharya,WzE4MDAwLDczMzg4NjUzMF0=
489189,39583,17900,0,0.0,36bc74a-66f8-4a2d-826d-459490570403,432hz Ancient Morning Healing Frequency,Nature Healing Society,WzE3OTM1LDMwNjc0ODg1XQ==
489286,39680,17838,-98,-0.55,1e84098-3f1b-066e-a138-a0369fe50396,Sem Limites pra Sonhar,Lucyana Villar & Victor & Leo,WzE3OTAwLDcyODgyMDEzNl0=
489425,39819,17742,-81,-0.45,3fca3e8-606d-4d87-acb9-f05efc298ee6,沈园外,阿YueYue & 戾格 & 小田音乐社,WzE3NzU4LDI3MzQwNDk3XQ==
489752,40146,17560,-97,-0.55,70aa098-5552-4531-8052-8823d61bab8a,Meray Sarkar Meri Baat Banaye Rakhna,Rao Brothers,WzE3NjAwLDc5NjIxODU5OF0=
489829,40223,17501,601,3.56,1e840d6-e466-f3ba-b59e-aa1c026db3d8,Fuego,Eleni Foureira,WzE3NTEwLDcyOTY4NDQ2MF0=
490042,40436,17400,-100,-0.57,6ea4720-19f3-438c-9236-a8d35279cd4a,"Juz 18, 2nd Quarter",Sheikh Mishary Rashid Alfasay,WzE3NDAwLDE0NTI4NDI0XQ==
490186,40580,17300,-100,-0.57,63beb93-360b-4e22-9b24-51aa432538f7,O Sarı Kafa Buraya Gelecek,Replik Remix,WzE3MzQ5LDc2NDEzMTA4MF0=
490296,40690,17226,-19,-0.11,c56913f-9b4e-49d6-80e8-448ec3194be4,Amaro Chilo Sob Ekadin,Hujaifa Islam,WzE3MzAwLDc2NDEwMzAyMF0=
490405,40799,17193,-100,-0.58,1e8269c-a559-668e-bdca-a0369fe50396,Lip & Hip,HyunA,WzE3MjE2LDY3ODEwNThd
490478,40872,17122,-92,-0.53,82535c1-e31a-480f-8b1a-42907cd4fcee,Anh là tình yêu là cuộc sống,Kieu Nga,WzE3MTkzLDk5MTgwNjNd
490518,40912,17100,3800,28.57,1e8263a-2046-2232-b452-aa1c026db3d8,Luz,Patato,WzE3MTA3LDY5NjQ3MTQ3NF0=
490677,41071,17018,-22,-0.13,3c083c3-0991-439f-82b6-6057d7c0f466,Sıkı Dur,Ben Fero & Anıl Piyancı,WzE3MDczLDI4ODAzMjA3XQ==
490766,41160,17000,-100,-0.58,f070606-1254-4524-95ea-c726d248f302,CORAZÓN DESPEINADO,Rauw Alejandro,WzE3MDAxLDcwODEzMzUyNF0=
490780,41174,16995,-11,-0.06,56e9830-c686-11e8-bcf0-549f35141000,เพลงสุดท้าย_Pleng Soot Tai,Clash,WzE3MDAxLDcwODEzMzUyNF0=
490851,41245,16927,64,0.38,1e82753-f43c-dd46-95ca-aa1c026db3d8,Şak Şuka,Tarık Mengüç,WzE2OTc1LDcwMjM1MjI2MF0=
490971,41365,16884,-55,-0.32,1e84086-79e9-956a-9c01-aa1c026db3d8,Ni Virgen Ni Santa,J'Martin,WzE2OTAwLDM2MDgwMzc0XQ==
491044,41438,16813,-31,-0.18,66177ca-d8a7-45b3-ad15-84a1a18bec13,Sin Él,Marisela,WzE2ODUxLDgxNTQxM10=
491085,41479,16800,-100,-0.59,5d60d9a-c640-11e8-80cb-549f35141000,Titanic,Orquesta Música Maravillosa,WzE2ODUxLDgxNTQxM10=
491133,41527,16800,-100,-0.59,bf10388-2345-48b7-9306-5169935da79c,La Illaha Ilalallah (Hamd),Qari Zahid Mehmood Qadri,WzE2ODAwLDYzNjg4NzMyNl0=
491159,41553,16787,-15,-0.09,f22ce92-e667-11e9-8930-549f35141000,Olmaz Olmaz Bu İş Olamaz,Irmak Arıcı,WzE2ODAwLDYzNjg4NzMyNl0=
491296,41690,16700,-100,-0.6,1e826ef-d30c-1d44-bce9-a0369fe50396,Kill 'em With Kindness,Anjelah Johnson,WzE2NzUxLDIwMzM2ODYwXQ==
491532,41926,16600,0,0.0,a56630a-8ed7-4ab0-a4e5-ff259ec6faff,Aure,Ahmerdy,WzE2NjAwLDY3MzYwMDA4NF0=
491585,41979,16555,-94,-0.56,1e84083-eb47-e87c-a539-aa1c026db3d8,La anaconda,Grupo Pacha,WzE2NjAwLDY3MzYwMDA4NF0=
491595,41989,16547,-97,-0.58,654c141-1d67-4eb1-84f3-287f1a0603d1,In My Daughter's Eyes,KnightsBridge,WzE2NjAwLDY3MzYwMDA4NF0=
491628,42022,16526,-99,-0.6,1e840a6-324e-0932-a135-aa1c026db3d8,Abang Lori Tenonenonet,Harry Khalifah,WzE2NTM2LDczODIzNjZd
491722,42116,16500,-100,-0.6,080eb59-72cf-4c2e-9616-1aa51c15052b,Dive Into You,NCT DREAM,WzE2NTAwLDYzMjMyMjY4OF0=
491827,42221,16427,-72,-0.44,718f3f6-90ed-4e3c-9e6c-7e82aac5dead,Вот такая пара,Серго,WzE2NDQ3LDYzNjE0MzY2MF0=
491855,42249,16404,-2,-0.01,687099f-c52d-441f-909e-4edbc81f584a,Poe Chit Pay Par,Nilen,WzE2NDQ3LDYzNjE0MzY2MF0=
492044,42438,16308,-92,-0.56,85cf13c-3a81-11e9-b76a-549f35141000,Think About,Ugg'A,WzE2MzMzLDc5NDgwMDg1XQ==
492186,42580,16253,-37,-0.23,ac1b260-4d3b-11e9-800d-549f35141000,ChP,N1NT3ND0,WzE2MzAwLDcwMjMwMDYxMF0=
492187,42581,16250,-98,-0.6,3527556-a47e-497b-b861-b3e8718dda3f,La Funka,Ozuna,WzE2MzAwLDcwMjMwMDYxMF0=
492211,42605,16228,-23,-0.14,1e86328-d193-09da-ac4d-a0369fe50396,Deli Divanenim,Ziynet Sali,WzE2MjMwLDE2OTcwMTU4XQ==
492214,42608,16224,236,1.48,2737b12-8029-406f-a301-289701711d07,Kiss (越南鼓版),潮妹,WzE2MjMwLDE2OTcwMTU4XQ==
492277,42671,16200,-100,-0.61,fa1424c-aea7-11e9-9ef2-e4434b16cb7a,Live Fast - PUBGM,A$AP Rocky & Alan Walker & Kameron,WzE2MjMwLDE2OTcwMTU4XQ==
492292,42686,16200,0,0.0,b533685-5ae4-4cf7-b3ed-b91ae1b38371,niña bonita binomio de oro vallenato,14 vallenatos sabroso corta venas vol.1 exitos,WzE2MjMwLDE2OTcwMTU4XQ==
492307,42701,16200,-100,-0.61,6d3856e-699d-44b9-a9cc-158729e6a7a6,Amar Paye Bidhechhe,Udit Narayan & Poornima,WzE2MjAwLDczMDE4NDI0NF0=
492324,42718,16200,100,0.62,1a0f1af-19ee-4317-a63b-91ecf3d5dcdf,SURVIE,Maes & Ninho,WzE2MjAwLDczMDE4NDI0NF0=
492400,42794,16144,-13,-0.08,c8eab7a-7a06-488a-a1fa-e439e7e77d36,Ana Mkhayer,Cheb Bilal,WzE2MjAwLDczMDE4NDI0NF0=
492701,43095,16000,0,0.0,3f1ed69-fd64-4202-8e38-9ba5d9444106,Paixão Caipira - Live,Daniel & José Camillo,WzE2MDMyLDE1NjYzMzU1XQ==
492787,43181,15930,-40,-0.25,40a0dac-3752-4729-a04b-622900655b9b,Are You Ready,Sista Afia,WzE2MDAwLDcyNTM4MjQ5MV0=
492802,43196,15918,-98,-0.61,e6a440a-d9d0-11e8-ba22-549f35161576,Baarish,Neha Kakkar,WzE2MDAwLDcyNTM4MjQ5MV0=
492965,43359,15851,-61,-0.38,ee9a9f3-d5d0-471f-a75a-42e67de66ca5,She Like It,Bayka,WzE1ODk3LDcyNDQxODQ4Nl0=
493054,43448,15800,-100,-0.63,df7122c-c5a4-11e8-9ba4-549f35141000,โยกได้...ถ้าใช่เธอ,เท่ง เถิดเทิง,WzE1ODE3LDE2MDM0MzQ4XQ==
493110,43504,15800,-100,-0.63,1f1ba48-b748-4a9e-8287-d98057e68b05,Baccalà,Serena Brancale & Dropkick_m,WzE1ODAwLDczNjM2OTM5M10=
493215,43609,15731,-43,-0.27,1e8409b-ccfe-9736-ab76-a0369fe50396,S.t.a.l.k.e.r,STALKER BLUES,WzE1NzM5LDQzNDI5MTk2XQ==
493219,43613,15728,5,0.03,ba16820-c1b0-4ba3-8b8b-5f72faa75f45,Zombie,Albert Vishi & Ane Flem,WzE1NzM5LDQzNDI5MTk2XQ==
493258,43652,15701,-99,-0.63,1e840a9-8bc2-d68e-9c2b-aa1c026db3d8,Без звука,Sabi Miss,WzE1NzM5LDQzNDI5MTk2XQ==
493295,43689,15700,2700,20.77,60ff943-3e46-4fa6-9922-c3b86e35edc5,Karbal Tun Piya Likh Da,Mewa Khan Kaleri,WzE1NzM5LDQzNDI5MTk2XQ==
493445,43839,15617,-83,-0.53,2a032fa-7440-11e9-afd7-00163ec5a2fb,Pe Coasta (feat. Sergiu Ferat),B.U.G. Mafia & Sergiu Ferat,WzE1NjQ1LDI0NDA3NzU5XQ==
493499,43893,15600,-100,-0.64,1e840dd-9873-ed94-9ba8-aa1c026db3d8,We Are the Champions,The Allen Starr Musical Theatre,WzE1NjQ1LDI0NDA3NzU5XQ==
493549,43943,15600,-100,-0.64,0ca7f38-b798-49c9-9c54-feaaa08b45f9,Out of My System,Louis Tomlinson,WzE1NjAwLDQ2MTU5Mjc0XQ==
493551,43945,15600,0,0.0,b168ce1-b580-49f4-a50c-81bf2246237e,Recognise and Test (A SSS),Jaegershu,WzE1NjAwLDQ2MTU5Mjc0XQ==
493556,43950,15600,-100,-0.64,74d9e20-43fd-4855-8b95-0078daaa256c,Follow Me,TAYLO & Big Zeeko,WzE1NjAwLDQ2MTU5Mjc0XQ==
493820,44214,15456,-98,-0.63,547dfa6-3812-11e9-9140-549f35141000,Evina Wendayi / Kayıp Aşk / Behra Wane,Seyda Perinçek,WzE1NDY4LDczNjk0OTczMF0=
493828,44222,15453,-99,-0.64,e610d02-ab9e-440c-8045-9c59103c2b38,Number 1 Premik,Kazi Shuvo,WzE1NDY4LDczNjk0OTczMF0=
494052,44446,15342,-100,-0.65,561994e-770b-11e9-97af-801844edfa71,Perreo Calypso (Rkt),Kevo DJ & DJALE!,WzE1MzgyLDYzMjU0NDU3N10=
494213,44607,15300,-100,-0.65,c18318d-5ffb-43a4-b034-2533e5b356dd,Sahnoon Lare laondi,Akram Rahi,WzE1MzAwLDcyODgyNzY4Ml0=
494231,44625,15286,-61,-0.4,6de192c-6e77-11e9-b355-00163ec5a2fb,Rusan,Inderjit Nikku,WzE1MzAwLDcyODgyNzY4Ml0=
494323,44717,15220,-100,-0.65,4b30f6b-1369-453b-8206-3564b1f837fb,Tacos,Little Big,WzE1MjMyLDU0NzczODcyXQ==
494427,44821,15200,-100,-0.65,7a7442e-8bf6-4ff2-a4fc-c14f2409236c,2 Sugar (feat. Ayra Starr),Wizkid & Ayra Starr,WzE1MjAwLDY4Nzg0MDU5MV0=
494586,44980,15100,-100,-0.66,e6ecd46-c5bf-11e8-a995-549f35141000,"Dacă Aș Putea, La Ai Mei Dușmani",Catalin Arabu,WzE1MTQ0LDEwMzgwNjdd
494599,44993,15100,-100,-0.66,07db206-69ff-4d9b-8a4c-d758ac90fd36,МАЛАЯ,DAVA,WzE1MTQ0LDEwMzgwNjdd
494643,45037,15100,-100,-0.66,ef01d26-5568-48bc-8801-b61a1675367b,Good bye-bye,冨岡愛,WzE1MTAwLDY0MzExMDk5Ml0=
494650,45044,15098,-95,-0.63,c4918a0-39c4-4b25-be02-fee562fed778,Canciones Cortavenas,Lérica & Juan Magán & Nacho,WzE1MTAwLDY0MzExMDk5Ml0=
494687,45081,15071,-1,-0.01,ec59178-fc36-47c8-afe6-cadea387be51,Bedardi Tere Pyar Ne,Osman Mir & Aamir Mir,WzE1MTAwLDY0MzExMDk5Ml0=
494720,45114,15047,-52,-0.34,842e00f-3520-4b84-9f71-f4a70ce897e7,Ngibathwesa Inkinga,Stabhilithi,WzE1MDYyLDI2Njg2NjU3XQ==
494807,45201,15000,0,0.0,1e8413e-9dc2-d54c-a8bf-aa1c026db3d8,Lewung,Dangdut Koplo Rgs & Nella Kharisma,WzE1MDAwLDIwMzMxNzg4XQ==
494851,45245,15000,-100,-0.66,98c8d25-e2aa-4a18-b6d2-84083d201991,Tampan,A Rafiq & Nelly Agustin,WzE1MDAwLDIwMzMxNzg4XQ==
494875,45269,14997,-19,-0.13,3aa18a4-8f28-47ff-a7ff-a5ef5353507d,M'asepte,Will,WzE1MDAwLDIwMzMxNzg4XQ==
494943,45337,14939,-100,-0.66,1e826fa-aaa9-bd42-a198-aa1c026db3d8,Catchu Catchu,Lartiste,WzE0OTcyLDI5NDcwODUzXQ==
495012,45406,14900,-100,-0.67,1e8ab09-4de6-0bfe-bbc0-525400009efb,Bailando (Remix),DCS & Jimmy Bad Boy,WzE0OTAwLDE2NTI0ODAxXQ==
495033,45427,14900,-100,-0.67,7692bb0-7a36-43d1-8b96-e8f01442c429,Ele Me Ignora,Lais Bianchessi,WzE0OTAwLDE2NTI0ODAxXQ==
495226,45620,14801,-13,-0.09,1e8407e-93ab-14c2-ac02-a0369fe50396,Mas Joko,Helvy Maryand,WzE0ODEwLDcyMDAzMjQ3NV0=
495401,45795,14725,-100,-0.67,ed357b0-82cb-11e9-b9a7-549f35161576,Katakan,Jaz,WzE0Nzk2LDIzMjE2OTVd
495505,45899,14700,-100,-0.68,27879a6-1365-4185-85d6-64b0738de587,En Las Duronas,Aldo Trujillo,WzE0NzIzLDM4NzYwMTI0XQ==
496207,46601,14400,-100,-0.69,1e840a4-b7da-53d2-a00d-a0369fe50396,Party on the Ocean Floor,Badanamu,WzE0NDAwLDE1NDg2MTUyXQ==
496222,46616,14400,-100,-0.69,dadcecc-2099-11e9-9afb-00163ec5a2fb,Newborn Baby Lullabies (Original Mix),Baby Lullaby Relax USA,WzE0NDAwLDE1NDg2MTUyXQ==
496485,46879,14300,-100,-0.69,9b5d088-2429-11e9-a4dd-00163ec5a2fb,Kristal,Cem Tuncer & Ercüment Orkut,WzE0MzI1LDQyNzM5OTIxXQ==
496491,46885,14300,-100,-0.69,33fdc50-78b0-11e9-a0cd-549f35161576,To My Son,Domo Wilson,WzE0MzI1LDQyNzM5OTIxXQ==
496641,47035,14237,-76,-0.53,1e84099-ea57-7bf6-b4f7-a0369fe50396,คนที่ฆ่าฉัน,Silly Fools,WzE0MjU2LDU1NjIzMTgxXQ==
496664,47058,14221,-75,-0.52,1e82688-83fc-2dbe-a1f6-a0369fe50396,Aku Tetap Aku,Xpdc,WzE0MjU2LDU1NjIzMTgxXQ==
496907,47301,14140,-97,-0.68,23cbc22-fa25-11e9-ae5a-549f35161576,Paris,Xhensila,WzE0MTQxLDYxNDMzMTc2Nl0=
497044,47438,14100,-100,-0.7,64086bf-3e60-4d6b-802e-6b2079e51345,Ka Dalta Na Vi Pa Kandawo War Pasay,Khalid Malik,WzE0MTAwLDQ3MTI1Mzc0XQ==
497100,47494,14080,-88,-0.62,1a82add-b8da-48fc-956a-d79ba4021737,Laugh Singing,Pitykesz,WzE0MTAwLDQ3MTI1Mzc0XQ==
497252,47646,14000,-100,-0.71,1e84116-8b8e-9bc2-b109-aa1c026db3d8,Estrategia De Escape,El Komander,WzE0MDA4LDE3Mzk4NDQyXQ==
497265,47659,14000,0,0.0,783f7ee-1e73-11ea-9e1a-e4434b2a4898,Melek - Instrumental,Bujaa Beats,WzE0MDA4LDE3Mzk4NDQyXQ==
497286,47680,14000,0,0.0,ef3f652-0f2a-4c52-a831-1dee319ec442,Pretty Rave Girl (Nightcore),qifi,WzE0MDA4LDE3Mzk4NDQyXQ==
497559,47953,13900,-100,-0.71,815602d-08c0-4a70-a5ef-7ce59a43bea3,Dakina Dakina,Kushani Kavindya & Dulan ARX,WzEzOTAwLDEwODY0MDgxXQ==
497659,48053,13860,-7,-0.05,156890f-2030-44bf-aa60-244ab4e3118d,ครั้งนึงเราเคยรักกัน,BUNG G! & RIF & OneNight,WzEzODk0LDc4Mzc0NzAzOF0=
497768,48162,13800,-100,-0.72,1e826d3-73d4-e390-893d-a0369fe50396,Siempre Que Me Emborracho,El Komander,WzEzODM0LDMzNzI1NTAxXQ==
497865,48259,13800,0,0.0,a63b654-59fd-4a10-9ec6-4905115a52de,BREAK A NECK (w/ Ayesha Erotica),Odetari & Ayesha Erotica,WzEzODAwLDYzMTQxMTUwMF0=
497955,48349,13741,-63,-0.46,bcc2a9f-e209-46c8-b2a7-a52ea5a8709b,Doutora,Jads & Jadson,WzEzNzY5LDcwMjExMTY3OF0=
497974,48368,13726,-27,-0.2,b03b210-301a-4fc5-aca1-c8d6febc37b5,Bangali Ekti Meye,Smina Chowdhury & Andrew Kishore,WzEzNzY5LDcwMjExMTY3OF0=
498100,48494,13700,-100,-0.72,974f25f-4977-4ca4-bdf0-706255e08dda,Bohsia (Lagu Tema Filem),James Baum,WzEzNzAzLDQ4MjE1MjgxXQ==
498116,48510,13700,-100,-0.72,5f053e4-c9b5-438d-b95a-786ac5a10d9d,A Mother's Love,Danita Lynn,WzEzNzAwLDczMjQ5ODUxNV0=
498228,48622,13639,55,0.4,e8e0bec-036c-47dc-8831-2c67d82de30f,War Hadaadan Tumeyn,Somali,WzEzNjU0LDY3NDYyOTc2N10=
498292,48686,13602,-5,-0.04,311a14c-b8e7-11e8-8355-525400009efb,Putri Panggung,Nella Kharisma,WzEzNjU0LDY3NDYyOTc2N10=
498294,48688,13602,-98,-0.72,e23e2e5-7582-4c35-b449-80be0b2d0fef,Sırdaş,Resul Dindar,WzEzNjU0LDY3NDYyOTc2N10=
498386,48780,13600,-100,-0.73,f9bfa8f-9cb7-4152-b9d6-b0472d6cb7a6,Aşk Bana Yaramıyor,Burak Bulut & Kurtuluş Kuş,WzEzNjAxLDU2NzgwMzU1XQ==
498495,48889,13539,-100,-0.73,6f1940c-c036-441f-b5af-b5b7d5586c69,Koch men Alov,Meas Soksophea & DJ Kdep,WzEzNTk0LDUwNTk2MTIyXQ==
498522,48916,13523,-99,-0.73,799ffca-aaaf-4807-9d69-8fb39099278a,عيون الحلوة,Marvel,WzEzNTMwLDc2NDEwMzY4MV0=
498586,48980,13500,100,0.75,1e840ec-afdc-0db8-9515-aa1c026db3d8,Pretty Woman,The Pretty Woman Singers 6 Orchestra,WzEzNTMwLDc2NDEwMzY4MV0=
498601,48995,13500,-100,-0.74,5632bb6-18d8-11ea-b769-e4434b2a4898,Takuache Cuh,Faraon de Oro,WzEzNTMwLDc2NDEwMzY4MV0=
498717,49111,13468,-68,-0.5,3ae1783-b805-4da3-9bda-bf8883385647,ממתק,Eden Ben Zaken,WzEzNDc0LDE0MzI5OTkwXQ==
498907,49301,13400,-100,-0.74,2274423-f5d8-435b-ad9e-2d08083bd356,Kendine İyi Bak,Koray Avcı,WzEzNDAwLDYzMTA5OTc3NV0=
499089,49483,13312,-73,-0.55,84a369b-1664-4641-a4ea-be6a8fd6eb66,Guapa,RAF Camora,WzEzMzY0LDQ2NjMzODM4XQ==
499142,49536,13300,-100,-0.75,1e8aa02-8378-8146-a426-525400009efb,Dil Kitna Nadan Hai,Kumar Sanu,WzEzMzA0LDczNDc5NzkyM10=
499170,49564,13300,-100,-0.75,6976903-4370-4d1b-a67f-ce069aff389b,Ah Mone Kyay Nyar Chat Htoke Pyan Di,Wyne Su Khaing Thein,WzEzMzA0LDczNDc5NzkyM10=
499502,49896,13200,-100,-0.75,b2a02e7-af0b-4068-b44f-e7750f3edec8,Nyar Jaluo,Kibandasky,WzEzMjA1LDYxNzA1MTY1OF0=
499508,49902,13200,5518,71.83,7e45666-6577-4bd7-bd39-abbce2e1de04,Yalh Nla3bou,Abidat Rma,WzEzMjAwLDY4ODkxNDg4Nl0=
499720,114,13104,-96,-0.73,c4741c8-f377-11e9-b9fa-549f35141000,Kẻ Cắp Gặp Bà Già (feat. Binz),Hoang Thuy Linh & Binz,WzEzMTEyLDczMzc4MDAzN10=
499734,128,13101,-99,-0.75,4ac57b3-4230-4d5e-bff8-a25c3052a4d9,Șefa Banilor,Dodo & Bogdan Mocanu & Iancu Sterp & Costi,WzEzMTEyLDczMzc4MDAzN10=
499736,130,13101,-99,-0.75,e31b150-7bce-4d96-891d-fc1db103ddd1,Timi Ta Sanchai,Pramod Kharel,WzEzMTEyLDczMzc4MDAzN10=
499771,165,13100,0,0.0,b782996-c648-11e8-8931-549f35161576,Jaran Goyang (feat. Ratna Antika),Dangdut Koplo Rgs & Ratna Antika,WzEzMTEyLDczMzc4MDAzN10=
499796,190,13100,-100,-0.76,d8f89ff-b20c-44f0-8bbe-84bb5f6e8a8f,Dispensei o Macho Dela,Miury Dj & Jaula das gostosudas,WzEzMTEyLDczMzc4MDAzN10=
499881,275,13077,-93,-0.71,9b0fa29-d3dd-4aed-aa01-8cd2cda74dc5,Bese / Hasan Vural,Grup Seyran,WzEzMTAwLDY4MTA4NTk3N10=
499965,359,13019,-81,-0.62,1e840c5-219d-278e-9df6-aa1c026db3d8,Stitches,Conor Maynard,WzEzMDU4LDE2MjY4MjcwXQ==
499971,365,13014,-85,-0.65,dc68a8e-ba21-47a8-8bee-7f78b8b3f259,Bhaiya Ke Saali Ghare Aaiel,Pawan Singh,WzEzMDU4LDE2MjY4MjcwXQ==
499990,384,13002,-98,-0.75,1e8270a-ab03-cdd6-839a-a0369fe50396,Dushman,Ammy Virk,WzEzMDU4LDE2MjY4MjcwXQ==
500067,461,13000,-100,-0.76,02723e6-c3c8-40d0-8bde-41adfe4ce03b,Awida Yawa,Zakaria Ghafouli,WzEzMDAwLDQ0ODk3MDNd
500192,586,12955,-98,-0.75,1e8273b-df4b-6c1c-999e-aa1c026db3d8,80s Mercedes,Maren Morris,WzEzMDAwLDc2NDMxMTk2MF0=
500270,664,12915,-93,-0.71,46f0a2c-7f8c-45e4-8b6d-14822326ba77,Chica Paranormal,Paulo Londra,WzEyOTQ5LDE1ODI3NjVd
500335,729,12900,-100,-0.77,f1eeeba-c662-11e8-9090-549f35161576,Anime,Heiakim,WzEyOTAwLDUyOTkzOTVd
500354,748,12900,-100,-0.77,04d0214-580a-473b-a80c-677616ea55b1,Minha Cafeteira Sumiu,Tosse Harmônica,WzEyOTAwLDUyOTkzOTVd
500595,989,12806,-94,-0.73,4884cf0-45fc-4b8f-8f71-c446e4fc4cb2,OK,Gafur,WzEyODUyLDY0NTAxOTIzMV0=
500663,1057,12800,-100,-0.78,5ba622a-4519-422c-be68-6ec074096674,Are you happy?,shy martin,WzEyODAyLDYxNDgxNzI0Ml0=
500864,1258,12704,-96,-0.75,9823e3f-8308-42c4-b15e-b55abbb3ccae,Нас не найти,Олег Майами & Айза,WzEyNzM4LDE0Nzc1Nzk2XQ==
